Word,Engine Output,Lexicon Answer,Final Output,Match,Notes
জলাভূমি,j - o - l - a - bh - u - m - i,j - o - l - a - bh - u - m - i,j - o - l - a - bh - u - m - i,✅,
পাললিক,p - a - l - l - i - k,p - a - l - O - l - i - k,p - a - l - O - l - i - k,❌,
মালনদী,m - a - l - n - d - i,m - a - l - n - O - d - i,m - a - l - n - O - d - i,❌,
চাবি,ch - a - b - i,ch - a - b - i,ch - a - b - i,✅,
পার্স,p - a - r - s - O,p - a - r - s,p - a - r - s,❌,
ছবি,chh - O - b - i,chh - O - b - i,chh - O - b - i,✅,
ফ্রেম,ph - r - e - m,ph - r - e - m,ph - r - e - m,✅,
ঘড়ির কাঁটা,gh - O - r - i - r - | - k - a~ - T - a,gh - O - r - i - | - k - a~ - T - a,gh - O - r - i - | - k - a~ - T - a,❌,
সিঁড়ি,sh - i~ - r - i,sh - i~ - r - i,sh - i~ - r - i,✅,
বারান্দা,b - a - r - a - nd - a,b - a - r - a - nd - a,b - a - r - a - nd - a,✅,
দেয়ালঘড়ি,d - e - y - a - l - gh - r - i,d - e - y - a - l - gh - O - r - i,d - e - y - a - l - gh - O - r - i,❌,
কোনটি,k - O - n - T - i,k - O - n - T - i,k - O - n - T - i,✅,
কাদের,k - a - d - e - r,k - a - d - e - r,k - a - d - e - r,✅,
কোথাকার,k - O - th - a - k - a - r,k - O - th - a - k - a - r,k - O - th - a - k - a - r,✅,
কীসের,k - i - sh - e - r,k - i - sh - e - r,k - i - sh - e - r,✅,
কতটুকু,k - o - t - T - u - k - u,k - o - t - O - T - u - k - u,k - o - t - O - T - u - k - u,❌,
কয়টি,k - o - y - T - i,k - o - y - T - i,k - o - y - T - i,✅,
রান্না করা,r - a - nn - a - | - k - o - r - a,r - a - nn - a - | - k - o - r - a,r - a - nn - a - | - k - o - r - a,✅,
ভাজা করা,bh - a - j - a - | - k - o - r - a,bh - a - j - a - | - k - o - r - a,bh - a - j - a - | - k - o - r - a,✅,
সেদ্ধ করা,sh - e - d - dh - O - | - k - o - r - a,sh - e - d - dh - O - | - k - o - r - a,sh - e - d - dh - O - | - k - o - r - a,✅,
পোড়ানো,p - O - r - a - n - O,p - O - r - a - n - O,p - O - r - a - n - O,✅,
কুচি করা,k - u - ch - i - | - k - o - r - a,k - u - ch - i - | - k - o - r - a,k - u - ch - i - | - k - o - r - a,✅,
ঢাকা দেওয়া,Dh - a - k - a - | - d - e - O - y - a,Dh - a - k - a - | - d - e - O - y - a,Dh - a - k - a - | - d - e - O - y - a,✅,
ঠান্ডা করা,Th - a - n - D - a - | - k - o - r - a,Th - a - n - D - a - | - k - o - r - a,Th - a - n - D - a - | - k - o - r - a,✅,
পরিবেশন করা,p - O - r - i - b - e - sh - o - n - | - k - o - r - a,p - O - r - i - b - e - sh - o - n - | - k - o - r - a,p - O - r - i - b - e - sh - o - n - | - k - o - r - a,✅,
মসলা দেওয়া,m - o - sh - l - a - | - d - e - O - y - a,m - o - sh - l - a - | - d - e - O - y - a,m - o - sh - l - a - | - d - e - O - y - a,✅,
মায়া,m - a - y - a,m - a - y - a,m - a - y - a,✅,
ঘৃণা,gh - ri - n - a,gh - ri - n - a,gh - ri - n - a,✅,
আফসোস,a - ph - sh - O - sh,a - ph - sh - O - sh,a - ph - sh - O - sh,✅,
অনুশোচনা,o - n - u - sh - O - ch - n - a,o - n - u - sh - O - ch - O - n - a,o - n - u - sh - O - ch - O - n - a,❌,
আগ্রহ,a - gr - o - h,a - gr - o - h,a - gr - o - h,✅,
বিস্ময়,b - i - s - m - o - y,b - i - sh - sh - o - y,b - i - sh - sh - o - y,❌,
লজ্জাবোধ,l - o - j - j - a - b - O - dh,l - o - j - j - a - b - O - dh,l - o - j - j - a - b - O - dh,✅,
সহানুভূতি,sh - o - h - a - n - u - bh - u - t - i,sh - o - h - a - n - u - bh - u - t - i,sh - o - h - a - n - u - bh - u - t - i,✅,
ঈর্ষান্বিত,i - r - sh - a - n - n - i - t,i - r - sh - a - n - n - i - t - O,i - r - sh - a - n - n - i - t - O,❌,
নিরাশা,n - i - r - a - sh - a,n - i - r - a - sh - a,n - i - r - a - sh - a,✅,
বজ্রবৃষ্টি,b - o - j - r - b - ri - shT - i,b - o - j - r - O - b - ri - shT - i,b - o - j - r - O - b - ri - shT - i,❌,
টর্নেডো,T - O - r - n - e - D - O,T - O - r - n - e - D - O,T - O - r - n - e - D - O,✅,
ঘূর্ণিঝড়,gh - u - r - n - i - jh - o - r,gh - u - r - n - i - jh - o - r,gh - u - r - n - i - jh - o - r,✅,
জলোচ্ছ্বাস,j - o - l - O - ch - chh - a - sh,j - o - l - O - ch - chh - a - sh,j - o - l - O - ch - chh - a - sh,✅,
খরা,kh - o - r - a,kh - o - r - a,kh - o - r - a,✅,
তুষারপাত,t - u - sh - a - r - p - a - t,t - u - sh - a - r - p - a - t,t - u - sh - a - r - p - a - t,✅,
রোদেলা,r - O - d - e - l - a,r - O - d - e - l - a,r - O - d - e - l - a,✅,
মেঘলা,m - e - gh - l - a,m - e - gh - l - a,m - e - gh - l - a,✅,
বাদল,b - a - d - O - l,b - a - d - O - l,b - a - d - O - l,✅,
ভোট,bh - O - T,bh - O - T,bh - O - T,✅,
প্রার্থী,pr - a - r - th - i,pr - a - r - th - i,pr - a - r - th - i,✅,
দল,d - o - l,d - o - l,d - o - l,✅,
সংসদ,sh - o - ng - sh - o - d,sh - o - ng - sh - O - d,sh - o - ng - sh - O - d,❌,
নীতি,n - i - t - i,n - i - t - i,n - i - t - i,✅,
প্রশাসন,pr - o - sh - a - sh - O - n,pr - o - sh - a - sh - O - n,pr - o - sh - a - sh - O - n,✅,
কূটনীতি,k - u - T - n - i - t - i,k - u - T - n - i - t - i,k - u - T - n - i - t - i,✅,
হিসাব,h - i - sh - a - b,h - i - sh - a - b,h - i - sh - a - b,✅,
জমা,j - o - m - a,j - o - m - a,j - o - m - a,✅,
উত্তোলন,u - tt - O - l - o - n,u - tt - O - l - o - n,u - tt - O - l - o - n,✅,
সুদ,sh - u - d,sh - u - d,sh - u - d,✅,
ঋণ,ri - n,ri - n,ri - n,✅,
বিনিয়োগ,b - i - n - i - y - O - g,b - i - n - i - y - O - g,b - i - n - i - y - O - g,✅,
শেয়ার,sh - e - y - a - r,sh - e - y - a - r,sh - e - y - a - r,✅,
মুনাফা,m - u - n - a - ph - a,m - u - n - a - ph - a,m - u - n - a - ph - a,✅,
লোকসান,l - O - k - sh - a - n,l - O - k - sh - a - n,l - O - k - sh - a - n,✅,
ইমেইল,i - m - e - i - l,i - m - e - i - l,i - m - e - i - l,✅,
সার্চ,sh - a - r - ch - O,s - a - r - ch,s - a - r - ch,❌,
ডাউনলোড,D - a - u - n - l - O - D,D - a - u - n - l - O - D,D - a - u - n - l - O - D,✅,
আপলোড,a - p - l - O - D,a - p - l - O - D,a - p - l - O - D,✅,
চিকিৎসক,ch - i - k - i - t - sh - o - k,ch - i - k - i - t - sh - o - k,ch - i - k - i - t - sh - o - k,✅,
সার্জন,sh - a - r - j - o - n,s - a - r - j - o - n,s - a - r - j - o - n,❌,
ফার্মাসিস্ট,ph - a - r - m - a - sh - i - s - T - O,ph - a - r - m - a - s - i - s - T,ph - a - r - m - a - s - i - s - T,❌,
দন্তচিকিৎসক,d - o - nt - ch - i - k - i - t - sh - o - k,d - o - nt - O - ch - i - k - i - t - sh - o - k,d - o - nt - O - ch - i - k - i - t - sh - o - k,❌,
মনোবিজ্ঞানী,m - o - n - O - b - i - g - g - y - a - n - i,m - o - n - O - b - i - g - g - y - a - n - i,m - o - n - O - b - i - g - g - y - a - n - i,✅,
ধাত্রী,dh - a - tr - i,dh - a - tr - i,dh - a - tr - i,✅,
প্যাথলজিস্ট,p - A - th - l - j - i - s - T - O,p - A - th - O - l - O - j - i - s - T,p - A - th - O - l - O - j - i - s - T,❌,
স্টেডিয়াম,s - T - e - D - i - y - a - m,s - T - e - D - i - y - a - m,s - T - e - D - i - y - a - m,✅,
রেফারি,r - e - ph - a - r - i,r - e - ph - a - r - i,r - e - ph - a - r - i,✅,
জয়,j - o - y,j - o - y,j - o - y,✅,
পরাজয়,p - o - r - a - j - o - y,p - o - r - a - j - o - y,p - o - r - a - j - o - y,✅,
ড্র,D - r - O,D - r - o,D - r - o,❌,
প্রতিদ্বন্দ্বী,pr - o - t - i - dw - n - d - i,pr - o - t - i - dw - n - d - i,pr - o - t - i - dw - n - d - i,✅,
অনুশীলন,o - n - u - sh - i - l - o - n,o - n - u - sh - i - l - o - n,o - n - u - sh - i - l - o - n,✅,
কোচ,k - O - ch,k - O - ch,k - O - ch,✅,
দর্শক,d - o - r - sh - o - k,d - o - r - sh - O - k,d - o - r - sh - O - k,❌,
জার্সি,j - a - r - s - i,j - a - r - s - i,j - a - r - s - i,✅,
পরিবেশ,p - O - r - i - b - e - sh,p - O - r - i - b - e - sh,p - O - r - i - b - e - sh,✅,
দূষণ,d - u - sh - o - n,d - u - sh - o - n,d - u - sh - o - n,✅,
পুনর্ব্যবহার,p - u - n - o - r - b - j - b - h - a - r,p - u - n - o - r - b - E - b - O - h - a - r,p - u - n - o - r - b - E - b - O - h - a - r,❌,
জলবায়ু,j - o - l - b - a - y - u,j - o - l - O - b - a - y - u,j - o - l - O - b - a - y - u,❌,
বাস্তুতন্ত্র,b - a - st - u - t - o - n - t - r - O,b - a - st - u - t - o - n - t - r - O,b - a - st - u - t - o - n - t - r - O,✅,
বনায়ন,b - o - n - a - y - O - n,b - o - n - a - y - O - n,b - o - n - a - y - O - n,✅,
সংরক্ষণ,sh - o - ng - r - o - kkh - o - n,sh - o - ng - r - o - kkh - o - n,sh - o - ng - r - o - kkh - o - n,✅,
প্রাকৃতিক,pr - a - k - ri - t - i - k,pr - a - k - ri - t - i - k,pr - a - k - ri - t - i - k,✅,
টেকসই,T - e - k - sh - O - i,T - e - k - sh - O - i,T - e - k - sh - O - i,✅,
বিয়ে,b - i - y - e,b - i - y - e,b - i - y - e,✅,
জন্মদিন,j - o - n - m - d - i - n,j - o - n - m - O - d - i - n,j - o - n - m - O - d - i - n,❌,
অন্নপ্রাশন,o - nn - pr - a - sh - o - n,o - nn - O - pr - a - sh - o - n,o - nn - O - pr - a - sh - o - n,❌,
শোকসভা,sh - O - k - sh - bh - a,sh - O - k - sh - o - bh - a,sh - O - k - sh - o - bh - a,❌,
বাগদান,b - a - g - d - a - n,b - a - g - d - a - n,b - a - g - d - a - n,✅,
সংবর্ধনা,sh - o - ng - b - o - r - dh - n - a,sh - o - ng - b - o - r - dh - O - n - a,sh - o - ng - b - o - r - dh - O - n - a,❌,
পুনর্মিলনী,p - u - n - r - m - i - l - n - i,p - u - n - O - r - m - i - l - n - i,p - u - n - O - r - m - i - l - n - i,❌,
বিশেষ্য,b - i - sh - e - sh - sh - O,b - i - sh - e - sh - sh - O,b - i - sh - e - sh - sh - O,✅,
বিশেষণ,b - i - sh - e - sh - o - n,b - i - sh - e - sh - o - n,b - i - sh - e - sh - o - n,✅,
ক্রিয়া,kr - i - y - a,kr - i - y - a,kr - i - y - a,✅,
সর্বনাম,sh - o - r - b - n - a - m,sh - o - r - b - O - n - a - m,sh - o - r - b - O - n - a - m,❌,
বাক্য,b - a - k - k - O,b - a - k - k - O,b - a - k - k - O,✅,
অনুবাদ,o - n - u - b - a - d,o - n - u - b - a - d,o - n - u - b - a - d,✅,
উচ্চারণ,u - ch - ch - a - r - o - n,u - ch - ch - a - r - o - n,u - ch - ch - a - r - o - n,✅,
বানান,b - a - n - a - n,b - a - n - a - n,b - a - n - a - n,✅,
অর্ধেক,o - r - dh - e - k,o - r - dh - e - k,o - r - dh - e - k,✅,
সিকি,sh - i - k - i,sh - i - k - i,sh - i - k - i,✅,
পৌনে,p - ou - n - e,p - ou - n - e,p - ou - n - e,✅,
সাড়ে,sh - a - r - e,sh - a - r - e,sh - a - r - e,✅,
কমবেশি,k - o - m - b - e - sh - i,k - o - m - b - e - sh - i,k - o - m - b - e - sh - i,✅,
একাধিক,e - k - a - dh - i - k,E - k - a - dh - i - k,E - k - a - dh - i - k,❌,
কয়েকটি,k - O - y - e - k - T - i,k - O - y - e - k - T - i,k - O - y - e - k - T - i,✅,
অসংখ্য,o - sh - o - ng - kh - O,o - sh - O - ng - kh - O,o - sh - O - ng - kh - O,❌,
সকালবেলা,sh - o - k - a - l - b - e - l - a,sh - o - k - a - l - b - e - l - a,sh - o - k - a - l - b - e - l - a,✅,
দুপুরবেলা,d - u - p - u - r - b - e - l - a,d - u - p - u - r - b - e - l - a,d - u - p - u - r - b - e - l - a,✅,
সন্ধ্যাবেলা,sh - o - n - dh - a - b - e - l - a,sh - O - n - dh - a - b - e - l - a,sh - O - n - dh - a - b - e - l - a,❌,
মধ্যরাত,m - o - dh - y - r - a - t,m - o - dh - y - r - a - t,m - o - dh - y - r - a - t,✅,
প্রত্যুষ,pr - o - t - t - u - sh,pr - o - t - t - u - sh,pr - o - t - t - u - sh,✅,
গোধূলিবেলা,g - O - dh - u - l - i - b - e - l - a,g - O - dh - u - l - i - b - e - l - a,g - O - dh - u - l - i - b - e - l - a,✅,
পরের সপ্তাহ,p - O - r - e - r - | - sh - o - p - t - a - h,p - o - r - e - r - | - sh - o - p - t - a - h - O,p - o - r - e - r - | - sh - o - p - t - a - h - O,❌,
গত মাস,g - o - t - | - m - a - sh,g - o - t - O - | - m - a - sh,g - o - t - O - | - m - a - sh,❌,
আগামী বছর,a - g - a - m - i - | - b - o - chh - O - r,a - g - a - m - i - | - b - o - chh - O - r,a - g - a - m - i - | - b - o - chh - O - r,✅,
আকাশ কুসুম,a - k - a - sh - | - k - u - sh - u - m,a - k - a - sh - | - k - u - sh - u - m,a - k - a - sh - | - k - u - sh - u - m,✅,
চোখের বালি,ch - O - kh - e - r - | - b - a - l - i,ch - O - kh - e - r - | - b - a - l - i,ch - O - kh - e - r - | - b - a - l - i,✅,
হাতেনাতে,h - a - t - e - n - a - t - e,h - a - t - e - n - a - t - e,h - a - t - e - n - a - t - e,✅,
মাথায় আকাশ ভেঙে পড়া,m - a - th - a - y - | - a - k - a - sh - | - bh - e - ng - e - | - p - o - r - a,m - a - th - a - y - | - a - k - a - sh - | - bh - e - ng - e - | - p - o - r - a,m - a - th - a - y - | - a - k - a - sh - | - bh - e - ng - e - | - p - o - r - a,✅,
চোখে সরষে ফুল দেখা,ch - O - kh - e - | - sh - o - r - sh - e - | - ph - u - l - | - d - E - kh - a,ch - O - kh - e - | - sh - o - r - sh - e - | - ph - u - l - | - d - E - kh - a,ch - O - kh - e - | - sh - o - r - sh - e - | - ph - u - l - | - d - E - kh - a,✅,
ব্যবসা,b - A - b - sh - a,b - A - b - sh - a,b - A - b - sh - a,✅,
পণ্য,p - o - n - n - O,p - O - n - n - O,p - O - n - n - O,❌,
সরবরাহ,sh - o - r - b - r - a - h,sh - o - r - b - o - r - a - h - O,sh - o - r - b - o - r - a - h - O,❌,
চাহিদা,ch - a - h - i - d - a,ch - a - h - i - d - a,ch - a - h - i - d - a,✅,
বাজারজাতকরণ,b - a - j - a - r - j - a - t - k - r - O - n,b - a - j - a - r - j - a - t - k - o - r - O - n,b - a - j - a - r - j - a - t - k - o - r - O - n,❌,
শাখা,sh - a - kh - a,sh - a - kh - a,sh - a - kh - a,✅,
মালিক,m - a - l - i - k,m - a - l - i - k,m - a - l - i - k,✅,
ট্রাফিক,T - r - a - ph - i - k,T - r - a - ph - i - k,T - r - a - ph - i - k,✅,
সিগন্যাল,sh - i - g - n - n - a - l,s - i - g - n - a - l,s - i - g - n - a - l,❌,
ফুটপাত,ph - u - T - p - a - t,ph - u - T - p - a - t,ph - u - T - p - a - t,✅,
মহাসড়ক,m - o - h - a - sh - r - o - k,m - o - h - a - sh - o - r - o - k,m - o - h - a - sh - o - r - o - k,❌,
গতিরোধক,g - O - t - i - r - O - dh - o - k,g - O - t - i - r - O - dh - o - k,g - O - t - i - r - O - dh - o - k,✅,
চালক,ch - a - l - o - k,ch - a - l - O - k,ch - a - l - O - k,❌,
জ্যাম,j - A - m,j - A - m,j - A - m,✅,
দুর্ঘটনা,d - u - r - gh - T - n - a,d - u - r - gh - o - T - O - n - a,d - u - r - gh - o - T - O - n - a,❌,
ডাক,D - a - k,D - a - k,D - a - k,✅,
খাম,kh - a - m,kh - a - m,kh - a - m,✅,
স্ট্যাম্প,s - T - A - mp - O,s - T - A - mp,s - T - A - mp,❌,
চিঠি,ch - i - Th - i,ch - i - Th - i,ch - i - Th - i,✅,
পার্সেল,p - a - r - s - e - l,p - a - r - s - e - l,p - a - r - s - e - l,✅,
ঠিকানা,Th - i - k - a - n - a,Th - i - k - a - n - a,Th - i - k - a - n - a,✅,
পোস্টকোড,p - O - s - T - k - O - D,p - O - s - T - k - O - D,p - O - s - T - k - O - D,✅,
বার্তা,b - a - r - t - a,b - a - r - t - a,b - a - r - t - a,✅,
বেল্ট,b - e - l - T - O,b - e - l - T,b - e - l - T,❌,
গয়না,g - o - y - n - a,g - o - y - n - a,g - o - y - n - a,✅,
দুল,d - u - l,d - u - l,d - u - l,✅,
আংটি,a - ng - T - i,a - ng - T - i,a - ng - T - i,✅,
হার,h - a - r,h - a - r,h - a - r,✅,
চুড়ি,ch - u - r - i,ch - u - r - i,ch - u - r - i,✅,
ব্রেসলেট,br - e - sh - l - e - T,br - e - s - l - e - T,br - e - s - l - e - T,❌,
স্কার্ফ,s - k - a - r - ph - O,s - k - a - r - ph,s - k - a - r - ph,❌,
চিত্রকর,ch - i - tr - k - o - r,ch - i - tr - O - k - o - r,ch - i - tr - O - k - o - r,❌,
হস্তশিল্প,h - o - st - sh - i - l - p - O,h - o - st - O - sh - i - l - p - O,h - o - st - O - sh - i - l - p - O,❌,
বুনন,b - u - n - o - n,b - u - n - o - n,b - u - n - o - n,✅,
সেলাই,sh - e - l - a - i,sh - e - l - a - i,sh - e - l - a - i,✅,
নকশা,n - o - k - sh - a,n - o - k - sh - a,n - o - k - sh - a,✅,
কারুকাজ,k - a - r - u - k - a - j,k - a - r - u - k - a - j,k - a - r - u - k - a - j,✅,
তিমি,t - i - m - i,t - i - m - i,t - i - m - i,✅,
হাঙর,h - a - ng - O - r,h - a - ng - O - r,h - a - ng - O - r,✅,
অক্টোপাস,o - k - T - O - p - a - sh,o - k - T - O - p - a - s,o - k - T - O - p - a - s,❌,
জেলিফিশ,j - e - l - i - ph - i - sh,j - e - l - i - ph - i - sh,j - e - l - i - ph - i - sh,✅,
প্রবাল,pr - o - b - a - l,pr - O - b - a - l,pr - O - b - a - l,❌,
শৈবাল,sh - oi - b - a - l,sh - oi - b - a - l,sh - oi - b - a - l,✅,
মহিষ,m - O - h - i - sh,m - O - h - i - sh,m - O - h - i - sh,✅,
ভেড়া,bh - E - r - a,bh - E - r - a,bh - E - r - a,✅,
ছাগলছানা,chh - a - g - l - chh - a - n - a,chh - a - g - o - l - chh - a - n - a,chh - a - g - o - l - chh - a - n - a,❌,
গাধা,g - a - dh - a,g - a - dh - a,g - a - dh - a,✅,
উট,u - T,u - T,u - T,✅,
শূকর,sh - u - k - o - r,sh - u - k - o - r,sh - u - k - o - r,✅,
ফ্রিজ,ph - r - i - j,ph - r - i - j,ph - r - i - j,✅,
ওভেন,O - bh - e - n,O - bh - e - n,O - bh - e - n,✅,
মাইক্রোওয়েভ,m - a - i - kr - O - O - y - e - bh,m - a - i - kr - O - O - y - e - bh,m - a - i - kr - O - O - y - e - bh,✅,
ব্লেন্ডার,bl - e - n - D - a - r,bl - e - n - D - a - r,bl - e - n - D - a - r,✅,
টোস্টার,T - O - s - T - a - r,T - O - s - T - a - r,T - O - s - T - a - r,✅,
কেটলি,k - e - T - l - i,k - e - T - l - i,k - e - T - l - i,✅,
প্রেসার কুকার,pr - e - sh - a - r - | - k - u - k - a - r,pr - e - sh - a - r - | - k - u - k - a - r,pr - e - sh - a - r - | - k - u - k - a - r,✅,
কল,k - o - l,k - o - l,k - o - l,✅,
শাওয়ার,sh - a - O - y - a - r,sh - a - O - y - a - r,sh - a - O - y - a - r,✅,
বেসিন,b - e - sh - i - n,b - e - s - i - n,b - e - s - i - n,❌,
টয়লেট,T - o - y - l - e - T,T - o - y - l - e - T,T - o - y - l - e - T,✅,
টিস্যু,T - i - sh - sh - u,T - i - sh - u,T - i - sh - u,❌,
প্রার্থনা,pr - a - r - th - n - a,pr - a - r - th - O - n - a,pr - a - r - th - O - n - a,❌,
